app_name,category,reviewer_ratings,review_body
Microsoft News,News & Magazines,5, Good news app. No ads with malware.
Microsoft News,News & Magazines,5, All good apart from some of the section are not up to date
Microsoft News,News & Magazines,4, is good but would be better if it included pertinent local news
Microsoft News,News & Magazines,5, Love it.i read all the too headline in the morning with coffee.
Microsoft News,News & Magazines,5, amazing app... I can learn too many things from here.
Microsoft News,News & Magazines,4, buggy and slow to load at times
Microsoft News,News & Magazines,5, Great news gathering app with good presentation across my devices.
Microsoft News,News & Magazines,4," pops up often, wish it had a comment section."
Microsoft News,News & Magazines,5, I enjoy reading the news and other stories on the go.
Microsoft News,News & Magazines,2, Why in DARK MODE you have BRIGHT WHITE HEADLINES?!? What is wrong with ya'll!!!??? Its always SOMETHING!!!
Microsoft News,News & Magazines,5," Simple, Sophisticated and Unbiased news app."
Microsoft News,News & Magazines,5, Great news source options and well organized!
Microsoft News,News & Magazines,4," Nice to see only test option, no any unnecessary pics and video"
Microsoft News,News & Magazines,5, Watch need on here frequently as they have much variety that I can choose what to read.
Microsoft News,News & Magazines,5, Pretty neat and a lot of interesting stories!
Microsoft News,News & Magazines,3, Location is not available
Microsoft News,News & Magazines,5, Great news aggregator!
Microsoft News,News & Magazines,4, Things were easier on my Windows phone.
Microsoft News,News & Magazines,5, Love the app! Microsoft Fan Boy!😀
Microsoft News,News & Magazines,1, MSN has no respect for the people of this country or their president.
Microsoft News,News & Magazines,1," Dear Microsoft.....By updating this app you may got have good revenue through advtertisements but it ""sucks""....."
Microsoft News,News & Magazines,5, Great app that includes a variety of news
Microsoft News,News & Magazines,5," Clear, useful information easily consumed."
Microsoft News,News & Magazines,5, excellent source for news from multiple points of view.
Microsoft News,News & Magazines,5, Simply the best way to get news...period.
Microsoft News,News & Magazines,4, works fine but fails to start frequently
Microsoft News,News & Magazines,4," great for quick news, and dedicated channels"
Microsoft News,News & Magazines,3," Some of the news items are dated, therefore I think 3 Stars is fair for the App."
Microsoft News,News & Magazines,5, Easiest news app to maneuver through.
Microsoft News,News & Magazines,5, a good variety of news stories.
Microsoft News,News & Magazines,5, all the news that's fit to send via push notification.
Microsoft News,News & Magazines,5, Great coverage not bloated with ads..
Microsoft News,News & Magazines,5, Great presentation format for review and fast reading
Microsoft News,News & Magazines,3, Better than google or yahoo news not as good as apple news. Wish i could select sources of news not just topics.
Microsoft News,News & Magazines,5," Unbelievable !!,very good information & news all in one !! Enjoying fully!"
Microsoft News,News & Magazines,5, Love this app for news
Microsoft News,News & Magazines,1," Disappointing - no way to change focus, importance or sources."
Microsoft News,News & Magazines,3, The widget no longer displays anything most of the time
Microsoft News,News & Magazines,5, Great app. for keeping up to date with all the latest world news.
Microsoft News,News & Magazines,4," Nice way to see the top stories, but you do have to put up with ads"
Microsoft News,News & Magazines,5," Great how it provides news that interests me, also how it pushes those really important updates to my notifications"
Microsoft News,News & Magazines,5," Love this app been using for 5 years, like ability to customize"
Microsoft News,News & Magazines,5, The best way to keep you updated about the news. love it
Microsoft News,News & Magazines,4, good app but has been closing itself down recently
Microsoft News,News & Magazines,5," Great app if you have BT Sports, works a treat"
Microsoft News,News & Magazines,5, informative and helpful news at just the right time
Microsoft News,News & Magazines,3, Slow.. Need to improve.. User interface
Microsoft News,News & Magazines,5, awesome news app. efficient and easy to use
Microsoft News,News & Magazines,1," If you are a Conservative like the 51% of the US population, don't waste your time with this app. They don't have any Conservative news, just the typical anti Conservative Propaganda."
Microsoft News,News & Magazines,4, Good mix of news stories from lots of media websites
Microsoft News,News & Magazines,5, I enjoy reading news all around the world. This app is targeted for that.
Microsoft News,News & Magazines,5, Up to date and easy to read
Microsoft News,News & Magazines,5," Like the app, use it daily."
Microsoft News,News & Magazines,5, Constantly referring to this app for news updates during the day.
Microsoft News,News & Magazines,5, Gives me quality news from a wide variety of sources so I am able to get the full scope of a story
Microsoft News,News & Magazines,5, It keeps me updated and easy to use a winner no doubt...
Microsoft News,News & Magazines,5, Good way to get timely and non-fake news.
Microsoft News,News & Magazines,2, Great when it works. Keeps saying close app
Microsoft News,News & Magazines,5, I enjoy this app and it keeps me updated throughout the day.
Microsoft News,News & Magazines,5, believe articles should be shorter and concise.
Microsoft News,News & Magazines,5," Amazing makeover by Microsoft, I enjoy the Black theme and the UI is amazing. Keep it up Microsoft! Love from India"
Microsoft News,News & Magazines,5, Excellent roundup of breaking news and events.
Microsoft News,News & Magazines,4, accurate but slow and tells me to install the spp that i am using
Microsoft News,News & Magazines,3, Ads look too much like real news stories.
Microsoft News,News & Magazines,3, Average but delay in furnishing articles/ News
Microsoft News,News & Magazines,5, Excellent assortment of reputably sourced news agencies.
Microsoft News,News & Magazines,4," It works well, except that it does not seem to learn my news topic preferences."
Microsoft News,News & Magazines,4," Decent news app. Second best to Apple News, but I prefer Android"
Microsoft News,News & Magazines,5, Good app...various relevant news content from different websites available
Microsoft News,News & Magazines,5, Great experience. I really like the design and content.
Microsoft News,News & Magazines,1," This used to show me news stories in topics I chose, but it won't remember the topics that I want to read about, anymore. It chooses the news topics for me, now. More of corporate America deciding what news I read."
